SMILES,IC50_nM,pIC50
O=C(NCc1cccnc1)c1ccc(N2CCC3(CCc4ccccc4O3)CC2)nn1,51.5,7.345000000000001
O=C(NCc1cccnc1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,430.0,6.37
O=C(NCc1cccnc1)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,99.0,7.0
O=C(NCc1ccncc1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,350.0,6.46
O=C(NCc1ccncc1)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,110.0,6.96
O=C(NCc1nccs1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,325.0,6.49
O=C(NCc1nccs1)c1ccc2[nH]c(-c3ccc(C(=O)c4ccccc4C(F)(F)F)cc3)nc2c1,179.0,6.75
O=C(NCc1nccs1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4C(F)(F)F)cc3)nc2c1,313.0,6.5
O=C(NCc1nccs1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4Cl)cc3)nc2c1,1160.0,5.94
O=C(Nc1cc(-c2ccco2)on1)c1cnn(Cc2ccc(Cl)c(Cl)c2)c1,45000.0,4.346787486224656
O=C(Nc1cc(-c2ccco2)on1)c1cnn(Cc2ccccc2)c1,45000.0,4.346787486224656
O=C(Nc1ccc(Cl)cc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,3.0,8.52
O=C(Nc1ccc(Oc2cccnc2)c(C(=O)NCc2ccc(Cl)c(Cl)c2)c1)OCc1ccccc1,1150.0,5.94
O=C(Nc1ccc2ncn(Cc3ccc(Cl)c(Cl)c3)c(=O)c2c1)OCc1ccccc1,193.0,6.71
O=C(Nc1ccc2ncn(Cc3ccc(Cl)cc3)c(=O)c2c1)OCc1ccccc1,250.0,6.6
O=C(Nc1ccc2ncn(Cc3ccc(F)c(Cl)c3)c(=O)c2c1)OCc1ccccc1,220.0,6.66
O=C(Nc1ccccc1)C1CCCN1C(=O)c1cc(-c2ccc3c(c2)OCO3)on1,45000.0,4.346787486224656
O=C(Nc1ccccc1)C1CN(C(=O)c2cc(-c3ccccc3)on2)C1,45000.0,4.346787486224656
O=C(Nc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,125.0,6.9
O=C(Nc1ccccc1)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,550.0,6.26
O=C(Nc1ccnc(Oc2ccccc2)c1)c1cc(-c2ccccc2)on1,45000.0,4.346787486224656
O=C(Nc1ccncc1)c1ccc(COc2ccccc2Cl)cc1,1400.0,5.85
O=C(Nc1cn(Cc2ccccc2)nc1C(F)(F)F)c1cc(-c2ccccc2)on1,45000.0,4.346787486224656
O=C(Nc1cn(Cc2ccccc2)nn1)c1cc(-c2ccccc2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(-c2ccccc2)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(CC2CC2)c1)c1cc(-c2ccccc2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(CC2CCCCC2)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(CC2CCOC2)c1)c1cc(-c2ccccc2)on1,25480.0,4.59
O=C(Nc1cnn(CC2CCOCC2)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(CCCC(F)(F)F)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(CCc2ccccc2)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cc(F)ccc2C(F)(F)F)c1)c1cc(-c2ccccc2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cc(F)ccc2C(F)(F)F)c1)c1cc(-c2ccccn2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cc(F)ccc2C(F)(F)F)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cc(F)ccc2C(F)(F)F)c1)c1cc(-c2ncccc2F)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cc(F)ccc2Cl)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccc(C(F)(F)F)cc2)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccc(Cl)c(Cl)c2)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccc(Cl)cc2)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccc(F)c(F)c2)c1)c1cc(-c2ccccn2)on1,25460.0,4.59
O=C(Nc1cnn(Cc2ccc(F)cc2)c1)c1cc(-c2ccccc2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccc(F)cc2)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cccc(C(F)(F)F)c2)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cccc(Cl)c2)c1)c1cc(-c2ccccn2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cccc(Cl)c2)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2ccccc2)on1,70.0,7.16
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2ccccn2)on1,2040.0,5.69
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2cccnc2)on1,590.0,6.23
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2ccco2)on1,10.0,8.0
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2ccncc2)on1,2410.0,5.62
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2ccncn2)on1,439.0,6.36
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2ccno2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2ccns2)on1,232.0,6.63
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2ccon2)on1,84.0,7.08
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2cnccn2)on1,23120.0,4.64
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2cnco2)on1,188.0,6.73
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2cncs2)on1,190.0,6.72
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2ncccc2F)on1,1200.0,5.92
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2ncccn2)on1,22630.0,4.64
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2nncs2)on1,8200.0,5.09
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(C2(O)CCC2)on1,3100.0,5.51
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(C2=CCCCC2)on1,11.0,7.96
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(C2CCCCC2)on1,66.0,7.18
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(C2COC2)on1,737.0,6.13
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(CO)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(Cl)on1,3900.0,5.41
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(N2CCCCC2)on1,36.0,7.44
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(N2CCOCC2)on1,220.0,6.66
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1noc2c1CCCC2,10.0,8.0
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2c(F)cccc2F)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccc(F)cc2F)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccc(F)cn2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccc3c(c2)OCO3)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2cccc(F)c2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2cccc3c2cnn3C2COC2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2cccc3cn(C4COC4)nc23)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2cccc3cnn(C4COC4)c23)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccccc2)no1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccccc2)on1,470.0,6.33
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccccc2Cl)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccccc2F)no1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccccc2F)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccccn2)no1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccccn2)on1,700.0,6.16
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccco2)no1,50.0,7.3
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccco2)on1,90.0,7.05
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccncc2)on1,5700.0,5.24
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccncc2Cl)on1,5320.0,5.27
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccncc2F)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccncn2)on1,4000.0,5.4
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccns2)on1,6970.0,5.16
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2cnco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2cncs2)no1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2cncs2)on1,260.0,6.58
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2cnsc2)on1,11000.0,4.96
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ncccc2F)on1,4700.0,5.33
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2nccs2)on1,8900.0,5.05
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2nncs2)on1,131.0,6.88
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(C2CC2)on1,110.0,6.96
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(Cl)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(N2CCCC2)on1,10.0,8.0
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(N2CCCCC2)on1,58.0,7.24
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(N2CCNCC2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(N2CC[C@@H](O)C2)on1,2000.0,5.7
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(N2CC[C@H](O)C2)on1,15000.0,4.82
O=C(Nc1cnn(Cc2ccccc2)c1)c1noc2c1CCCC2,10.0,8.0
O=C(Nc1cnn(Cc2ccccc2)n1)c1cc(-c2ccccc2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2C(F)(F)F)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2Cl)c1)c1cc(-c2cccc3c2cnn3C2COC2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2Cl)c1)c1cc(-c2cccc3cn(C4COC4)nc23)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2Cl)c1)c1cc(-c2cccc3cnn(C4COC4)c23)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2Cl)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2ccccc2F)c1)c1cc(-c2ccccc2)on1,9400.0,5.03
O=C(Nc1cnn(Cc2ccccc2F)c1)c1cc(-c2ccco2)on1,360.0,6.44
O=C(Nc1cnn(Cc2ccccn2)c1)c1cc(-c2ccccc2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cccnc2)c1)c1cc(-c2ccccc2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cccnc2C(F)(F)F)c1)c1cc(-c2ccccc2F)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cnccc2C(F)(F)F)c1)c1cc(-c2ccc3c(c2)OCO3)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cnccc2C(F)(F)F)c1)c1cc(-c2ccccc2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cnccc2C(F)(F)F)c1)c1cc(-c2ccccc2F)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cnccc2C(F)(F)F)c1)c1cc(-c2ccccn2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cnccc2C(F)(F)F)c1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cnccc2C(F)(F)F)c1)c1cc(-c2ccncc2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cnccc2C(F)(F)F)c1)c1cc(-c2ccncn2)on1,6000.0,5.22
O=C(Nc1cnn(Cc2cnccc2C(F)(F)F)c1)c1cc(-c2cnco2)on1,19000.0,4.72
O=C(Nc1cnn(Cc2cnccc2C(F)(F)F)c1)c1cc(N2CCCCC2)on1,45000.0,4.346787486224656
O=C(Nc1cnn(Cc2cnccc2C(F)(F)F)c1)c1noc2c1CCCC2,25000.0,4.6
O=C(Nc1cnn(Cc2ncccc2C(F)(F)F)c1)c1cc(-c2ccccc2F)on1,45000.0,4.346787486224656
O=C(Nc1cnnc(Oc2ccccc2)c1)c1cc(-c2ccccc2)on1,45000.0,4.346787486224656
O=C(Nc1nc(-c2ccccc2)cs1)c1ccc(C(=O)c2ccccc2)cc1,9800.0,5.08
O=C(Nc1nc(CCCO)c(CCO)s1)c1ccc(CNc2ccccc2C(F)(F)F)cc1,31.0,7.51
O=C(Nc1nc(CCCO)cs1)c1ccc(CNc2ccccc2C(F)(F)F)cc1,5.2,8.28
O=C(Nc1nc(CCO)cs1)c1ccc(CNc2ccccc2C(F)(F)F)cc1,4.2,8.38
O=C(Nc1nc(CCO)cs1)c1ccc(CNc2ccccc2C(F)(F)F)s1,3.9,8.41
O=C(Nc1nc(CCO)cs1)c1ccc(CNc2ccccc2Cl)cc1,6.4,8.19
O=C(Nc1nc(CO)c(C(=O)O)s1)c1ccc(CNc2ccccc2C(F)(F)F)cc1,22.0,7.66
O=C(Nc1nc(CO)cs1)c1ccc(CNc2ccccc2C(F)(F)F)cc1,3.8,8.42
O=C(Nc1nc(CO)cs1)c1ccc(CNc2ccccc2C(F)(F)F)s1,5.1,8.29
O=C(Nc1nc(CO)cs1)c1ccc(CNc2ccccc2Cl)cc1,4.3,8.37
O=C(Nc1nc2ccc(OCCBr)cc2s1)c1ccc(C(=O)c2ccccc2)cc1,50000.0,4.301029995663981
O=C(Nc1nc2ccccc2[nH]1)c1ccc(C(=O)c2ccccc2)cc1,921.0,6.5649999999999995
O=C(Nc1nc2ccccc2[nH]1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,70.0,7.16
O=C(Nc1nc2ccccc2o1)c1ccc(C(=O)c2ccccc2)cc1,43000.0,4.37
O=C(Nc1nc2ccccc2s1)c1ccc(-c2ccccc2)cc1,25350.0,5.230514997831991
O=C(Nc1nc2ccccc2s1)c1ccc(C(=O)c2ccccc2)cc1,1204.5,6.835000000000001
O=C(Nc1nc2ccccc2s1)c1ccc([N+](=O)[O-])cc1,11070.0,5.755
O=C(Nc1nc2ccccc2s1)c1cccnc1,25130.0,5.440514997831991
O=C(Nc1ncc(-c2ccccc2)s1)c1ccc(C(=O)c2ccccc2)cc1,5400.0,5.27
O=C(Nc1ncc(C(=O)O)s1)c1ccc(CNc2ccccc2C(F)(F)F)cc1,8.1,8.09
O=C(Nc1ncc(CCCO)s1)c1ccc(CNc2ccccc2C(F)(F)F)cc1,260.0,6.58
O=C(Nc1ncc(CCO)s1)c1ccc(CNc2ccccc2C(F)(F)F)cc1,3.8,8.42
O=C(Nc1ncc(CO)s1)c1ccc(CNc2ccccc2C(F)(F)F)cc1,2.8,8.55
O=C(Nc1ncc(Cc2cccc(C(F)(F)F)c2)s1)c1ccc(N2CCOCC2)c(OCCO)c1,12.0,7.92
O=C(Nc1ncc(Cc2cccc(C(F)(F)F)c2)s1)c1ccc(OCCO)c(OCCO)c1,16.0,7.8
O=C(Nc1nccs1)c1ccc(C(=O)c2ccccc2)cc1,41500.0,4.390514997831991
O=C(Nc1noc(Cc2ccccc2)n1)c1cc(-c2ccccc2)on1,45000.0,4.346787486224656
O=C(O)C(=O)Nc1ccc2ncn(Cc3ccc(Cl)c(Cl)c3)c(=O)c2c1,1000.0,6.0
O=C(O)CCCc1csc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)n1,2700.0,5.57
O=C(O)CCc1cnc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)s1,570.0,6.24
O=C(O)CCc1csc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)n1,6.3,8.2
O=C(O)CCc1nc2nc(N3CCC(Oc4cc(F)ccc4Br)CC3)sc2c(=O)[nH]1,24345.0,4.61
O=C(O)CNc1nc2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2s1,168.0,6.78
O=C(O)COc1nc2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2s1,53.0,7.28
O=C(O)Cc1cnc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)s1,58.0,7.24
O=C(O)Cc1cncc(-c2ccc(N3CCC(Oc4cc(F)ccc4Br)CC3)nn2)c1,780.0,6.11
O=C(O)Cc1csc(NC(=O)c2ccc(CNc3ccccc3-c3ccccc3)cc2)n1,8.7,8.06
O=C(O)Cc1csc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)n1,5.1,8.29
O=C(O)Cc1csc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)s2)n1,9.0,8.05
O=C(O)Cc1csc(NC(=O)c2ccc(CNc3ccccc3Cc3ccccc3)cc2)n1,5.5,8.26
O=C(O)Cc1csc(NC(=O)c2ccc(CNc3ccccc3Cc3ccccc3)s2)n1,7.5,8.12
O=C(O)Cc1csc(NC(=O)c2ccc(CNc3ccccc3Cl)cc2)n1,13.0,7.89
O=C(O)Cn1ccn(-c2cnc(N3CCC4(CCc5c(Cl)cccc5O4)CC3)s2)c1=O,3.0,8.52
O=C(O)Cn1nnc(-c2cc(-c3cn(Cc4cc(Br)c(Br)c(Br)c4)nn3)no2)n1,37749.0,4.42
O=C(O)Cn1nnc(-c2cc(N3CC4CN(c5cc(F)ccc5Cl)CC4C3)no2)n1,4963.5,6.285
O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,535.5,7.135
O=C(O)Cn1nnc(-c2cc(N3CCC4(CC3)CC(=O)c3c(Cl)cccc3O4)no2)n1,17.0,7.77
O=C(O)Cn1nnc(-c2cc(N3CCC4(CCc5c(Br)cccc5O4)CC3)no2)n1,1.0,9.0
O=C(O)Cn1nnc(-c2cc(N3CCC4(CCc5c(Cl)cccc5O4)CC3)no2)n1,11.0,7.96
O=C(O)Cn1nnc(-c2cc(N3CCC4(CCc5c(OC(F)(F)F)cccc5O4)CC3)no2)n1,1.0,9.0
O=C(O)Cn1nnc(-c2cc(OCCCCOc3cc(F)ccc3Br)no2)n1,40000.0,4.3979400086720375
O=C(O)Cn1nnc(-c2cc(OCCCOc3cc(F)ccc3Br)no2)n1,3890.5,6.25
O=C(O)Cn1nnc(-c2cc(OCCOCc3cc(F)ccc3Br)no2)n1,100000.0,4.0
O=C(O)Cn1nnc(-c2cc(OCCOc3cc(F)ccc3Br)no2)n1,40000.0,4.3979400086720375
O=C(O)Cn1nnc(-c2cnc(-c3cn(Cc4cc(Cl)c(Cl)c(Cl)c4)nn3)s2)n1,100000.0,4.0
O=C(O)Cn1nnc(-c2cnc(N3CC4(C3)CN(c3cc(F)ccc3Cl)C4)s2)n1,50900.0,4.29
O=C(O)Cn1nnc(-c2cnc(N3CC4(CCN(c5cc(F)ccc5Cl)CC4)C3)s2)n1,100000.0,4.0
O=C(O)Cn1nnc(-c2cnc(N3CC4CN(c5cc(F)ccc5Cl)CC4C3)s2)n1,15400.0,4.81
O=C(O)Cn1nnc(-c2cnc(N3CCC4(C=Cc5ccccc54)CC3)s2)n1,244.0,6.61
O=C(O)Cn1nnc(-c2cnc(N3CCC4(CC3)CC(=O)c3c(Cl)cccc3O4)s2)n1,12.0,7.92
O=C(O)Cn1nnc(-c2cnc(N3CCC4(CC3)CC(=O)c3ccccc3O4)s2)n1,41.0,7.39
O=C(O)Cn1nnc(-c2cnc(N3CCC4(CC3)CN(c3cc(F)ccc3Cl)C4)s2)n1,100000.0,4.0
O=C(O)Cn1nnc(-c2cnc(N3CCC4(CC3)COc3ccccc34)s2)n1,65.0,7.19
O=C(O)Cn1nnc(-c2cnc(N3CCC4(CC3)Cc3cccc(Cl)c3C(=O)O4)s2)n1,21.0,7.68
O=C(O)Cn1nnc(-c2cnc(N3CCC4(CC3)NC(=O)c3c(Cl)cccc3O4)s2)n1,62.0,7.21
O=C(O)Cn1nnc(-c2cnc(N3CCC4(CC3)NC(=O)c3ccccc3O4)s2)n1,181.0,6.74
O=C(O)Cn1nnc(-c2cnc(N3CCC4(CCc5c(Br)cccc5O4)CC3)s2)n1,1.0,9.0
O=C(O)Cn1nnc(-c2cnc(N3CCC4(CCc5c(Cl)cccc5O4)CC3)s2)n1,13.0,7.89
O=C(O)Cn1nnc(-c2cnc(N3CCC4(CCc5c(OC(F)(F)F)cccc5O4)CC3)s2)n1,1.0,9.0
O=C(O)Cn1nnc(-c2cnc(N3CCC4(CCc5c(cccc5C(F)(F)F)O4)CC3)s2)n1,1.0,9.0
O=C(O)Cn1nnc(-c2cnc(N3CCC4(CCc5ccccc54)CC3)s2)n1,49.0,7.31
O=C(O)Cn1nnc(-c2cnc(N3CCN(c4cc(F)ccc4Cl)CC3)s2)n1,4200.0,5.38
O=C(O)Cn1nnc(-c2cnc(N3C[C@@H]4C[C@H]3CN4c3cc(F)ccc3Cl)s2)n1,9140.0,5.04
O=C(O)Cn1nnc(-c2cnc(OCCCOc3cc(F)ccc3Br)s2)n1,3870.0,5.41
O=C(O)Cn1nnc(-c2cnc(OCCCOc3cc(OC(F)(F)F)ccc3Br)s2)n1,969.0,6.01
O=C(O)Cn1nnc(-c2cncc(-c3cn(Cc4cc(Br)c(Br)c(Br)c4)nn3)c2)n1,6308.0,5.2
O=C(O)Cn1nnc(-c2nnc(N3CC4CN(c5cc(F)ccc5Cl)CC4C3)s2)n1,10000.0,5.0
O=C(O)Cn1nnc(-c2nnc(N3CCC(Oc4cc(F)ccc4Br)CC3)s2)n1,904.0,6.04
O=C(O)Cn1nnc(-c2nnc(N3CCC4(CC3)CC(=O)c3c(Cl)cccc3O4)s2)n1,24.0,7.62
O=C(O)Cn1nnc(-c2nnc(N3CCC4(CC3)CC(=O)c3ccccc3O4)s2)n1,708.0,6.15
O=C(O)Cn1nnc(-c2nnc(N3CCC4(CC3)Cc3ccccc3C(=O)O4)s2)n1,338.0,6.47
O=C(O)Cn1nnc(-c2nnc(N3CCC4(CCc5c(Cl)cccc5O4)CC3)s2)n1,7.5,8.219999999999999
O=C(O)Cn1nnc(-c2nnc(N3CCC4(CCc5c(O)cccc5O4)CC3)s2)n1,366.0,6.44
O=C(O)Cn1nnc(-c2nnc(N3CCC4(CCc5c(OC(F)(F)F)cccc5O4)CC3)s2)n1,1.0,9.0
O=C(O)Cn1nnc(-c2nnc(N3CCC4(CCc5c(cccc5C(F)(F)F)O4)CC3)s2)n1,1.0,9.0
O=C(O)Cn1nnc(-c2nnc(OCCCOc3cc(F)ccc3Br)s2)n1,60000.0,4.221848749616356
O=C(O)c1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cc1,390.0,6.41
O=C(O)c1ccc(-c2ccc(N3CCC(Oc4cc(F)ccc4Br)CC3)nn2)nc1,128.0,6.89
O=C(O)c1ccc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)cc1,550.0,6.26
O=C(O)c1ccc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cc1,349.0,6.46
O=C(O)c1cccc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)c1,1113.0,5.95
O=C(O)c1cnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)s1,68000.0,4.17
O=C(O)c1cncc(-c2ccc(N3CCC(Oc4cc(F)c(F)cc4Br)CC3)nn2)c1,8264.0,5.08
O=C(O)c1cncc(-c2ccc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2)c1,2412.0,5.62
O=C(O)c1cncc(-c2ccc(N3CCC(Oc4cc(F)ccc4Br)CC3)nn2)c1,3018.5,6.6850000000000005
O=C(O)c1cncc(-c2ccc(N3CCC(Oc4ccccc4Br)CC3)nn2)c1,18259.0,4.74
O=C(O)c1cncc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)c1,20000.0,4.698970004336019
O=C(O)c1cncc(-c2ccc(N3CCC(Oc4ccccc4Cl)CC3)nn2)c1,10000.0,5.0
O=C(O)c1cncc(-c2ccc(N3CCC(Oc4ccccc4I)CC3)nn2)c1,5080.0,5.29
O=C(O)c1cncc(-c2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)cn2)c1,6715.0,5.17
O=C(O)c1cncc(-c2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2)c1,9422.0,5.03
O=C(O)c1cncc(-c2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nn2)c1,4466.0,5.35
O=C(c1cc(-c2ccc(=O)[nH]c2)on1)N1CCC[C@H]1c1ccccc1,37160.0,4.43
O=C(c1cc(-c2ccc(Cl)cn2)on1)N1CC(Cc2ccccc2)C1,45000.0,4.346787486224656
O=C(c1cc(-c2ccc(Cl)cn2)on1)N1CC(c2ccccc2)C1,3380.0,5.47
O=C(c1cc(-c2ccc(F)cn2)on1)N1CC(c2ccccc2)C1,1600.0,5.8
O=C(c1cc(-c2ccc3c(c2)CCO3)on1)N1CCCC1c1ccncn1,45000.0,4.346787486224656
O=C(c1cc(-c2ccc3c(c2)OCO3)on1)N1CC(Cc2ccccc2)C1,45000.0,4.346787486224656
O=C(c1cc(-c2ccc3c(c2)OCO3)on1)N1CC(Nc2ccccc2)C1,45000.0,4.346787486224656
